,Price,Km,Age,Mileage,Engine,Power,Location,Fuel,Ownership,Make,Power,Ownership,Location_Ahmedabad,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Fuel_Diesel,Fuel_LPG,Fuel_Petrol,Make_Ambassador,Make_Audi,Make_BMW,Make_Bentley,Make_Chevrolet,Make_Datsun,Make_Fiat,Make_Force,Make_Ford,Make_Honda,Make_Hyundai,Make_ISUZU,Make_Isuzu,Make_Jaguar,Make_Jeep,Make_Lamborghini,Make_Land,Make_Mahindra,Make_Maruti,Make_Mercedes-Benz,Make_Mini,Make_Mitsubishi,Make_Nissan,Make_Porsche,Make_Renault,Make_Skoda,Make_Tata,Make_Toyota,Make_Volkswagen
1767,6.95,28470,5,18.6,1197.0,81.83,Kochi,Petrol,1,Hyundai,81.83,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,2.75,9759,7,20.3,998.0,68.05,Kolkata,Petrol,1,Hyundai,68.05,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,5.1,75216,7,22.9,1248.0,74.0,Pune,Diesel,1,Maruti,74.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1770,6.75,8000,4,18.6,1197.0,81.83,Chennai,Petrol,1,Hyundai,81.83,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,3.69,59451,7,18.5,1197.0,85.8,Mumbai,Petrol,1,Maruti,85.8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1772,5.45,53996,8,22.9,1248.0,74.0,Hyderabad,Diesel,1,Maruti,74.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1773,9.29,15135,3,17.5,1199.0,88.7,Kochi,Petrol,1,Honda,88.7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,4.0,53000,6,16.9,1197.0,81.86,Chennai,Petrol,2,Hyundai,81.86,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,2.9,40000,8,18.0,1198.0,86.7,Kolkata,Petrol,1,Honda,86.7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,5.25,21107,8,17.1,1591.0,121.3,Pune,Petrol,1,Hyundai,121.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,5.75,56000,7,16.8,1497.0,116.3,Mumbai,Petrol,1,Honda,116.3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,13.12,19623,4,15.29,1591.0,121.3,Coimbatore,Petrol,1,Hyundai,121.3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,7.83,70963,7,15.1,2179.0,140.0,Kochi,Diesel,1,Mahindra,140.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1780,3.15,25755,8,26.6,998.0,58.16,Mumbai,CNG,1,Maruti,58.16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1781,10.4,51450,8,12.8,2494.0,102.0,Mumbai,Diesel,1,Toyota,102.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1782,4.35,75000,9,22.9,1248.0,74.0,Pune,Diesel,1,Maruti,74.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1783,5.23,37832,4,22.5,998.0,67.0,Coimbatore,Petrol,1,Maruti,67.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1784,6.01,43041,5,18.9,1197.0,81.86,Coimbatore,Petrol,1,Hyundai,81.86,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,4.4,97236,7,25.8,1498.0,98.6,Hyderabad,Diesel,1,Honda,98.6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,12.75,83000,11,16.07,1995.0,181.0,Chennai,Diesel,1,BMW,181.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,2.4,65000,10,15.6,1196.0,70.0,Delhi,Petrol,1,Ford,70.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,5.71,46007,3,17.0,1198.0,73.75,Kochi,Petrol,1,Volkswagen,73.75,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1789,5.49,65925,6,22.7,1498.0,89.84,Kochi,Diesel,2,Ford,89.84,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,1.3,73500,17,13.0,1343.0,90.0,Pune,Petrol,2,Honda,90.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,8.5,55000,7,16.0,2179.0,140.0,Kolkata,Diesel,1,Mahindra,140.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1792,12.99,115000,9,13.0,2982.0,168.5,Delhi,Diesel,1,Toyota,168.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1793,5.0,31184,4,18.9,1197.0,81.86,Kolkata,Petrol,1,Hyundai,81.86,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,9.0,41747,4,28.4,1248.0,73.75,Pune,Diesel,1,Maruti,73.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1795,5.22,38143,5,22.9,1248.0,74.0,Kochi,Diesel,1,Maruti,74.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1796,3.8,19030,9,16.47,1198.0,73.9,Pune,Petrol,1,Volkswagen,73.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1797,7.27,20877,2,18.16,1197.0,78.9,Coimbatore,Petrol,1,Toyota,78.9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1798,5.1,23555,5,22.0,1197.0,81.8,Mumbai,Petrol,1,Maruti,81.8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1799,29.0,29000,8,14.21,2143.0,203.0,Bangalore,Diesel,1,Mercedes-Benz,203.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1800,2.9,61000,8,18.9,998.0,67.1,Pune,Petrol,1,Maruti,67.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1801,1.38,4187,9,26.0,624.0,35.0,Kochi,Petrol,1,Tata,35.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1802,5.5,46000,10,13.4,1798.0,157.8,Bangalore,Petrol,1,Skoda,157.8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1803,7.25,28000,5,17.21,1197.0,103.5,Mumbai,Petrol,1,Volkswagen,103.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1804,6.98,83558,7,22.32,1582.0,126.32,Coimbatore,Diesel,1,Hyundai,126.32,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,5.25,40000,4,22.95,1248.0,74.0,Hyderabad,Diesel,1,Tata,74.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1806,1.95,36000,8,21.1,814.0,55.2,Kolkata,Petrol,1,Hyundai,55.2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,24.5,21000,7,17.11,1968.0,174.33,Bangalore,Diesel,1,Audi,174.33,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,8.31,62162,8,12.99,2494.0,100.0,Kochi,Diesel,1,Toyota,100.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1809,36.0,83000,9,11.74,2987.0,254.8,Hyderabad,Diesel,1,Mercedes-Benz,254.8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1810,5.5,58000,6,24.4,1120.0,71.0,Pune,Diesel,1,Hyundai,71.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,5.89,62332,10,11.7,2354.0,177.6,Kochi,Petrol,1,Honda,177.6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,7.95,50867,5,20.34,1498.0,103.2,Kochi,Diesel,1,Volkswagen,103.2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1813,2.75,73000,11,17.0,1197.0,80.0,Mumbai,Petrol,1,Hyundai,80.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,6.25,98008,9,22.7,1582.0,126.24,Jaipur,Diesel,1,Hyundai,126.24,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,4.95,36000,6,20.0,1399.0,68.05,Hyderabad,Diesel,1,Ford,68.05,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,6.27,27339,2,18.6,1197.0,81.83,Kochi,Petrol,1,Hyundai,81.83,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,8.65,25000,4,23.9,1582.0,126.2,Kolkata,Diesel,1,Hyundai,126.2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,3.5,37000,7,18.9,1197.0,82.0,Kolkata,Petrol,1,Hyundai,82.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,35.0,56000,6,14.16,1968.0,174.3,Hyderabad,Diesel,1,Audi,174.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,4.45,27000,6,17.5,1298.0,85.8,Kolkata,Petrol,1,Maruti,85.8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1821,2.65,37000,9,18.5,1197.0,80.0,Kolkata,Petrol,1,Hyundai,80.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,4.7,10500,4,25.32,1198.0,77.0,Kolkata,Diesel,1,Mahindra,77.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1823,8.9,49000,7,18.23,1582.0,126.2,Ahmedabad,Diesel,1,Hyundai,126.2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,17.45,7000,4,17.1,1956.0,170.0,Mumbai,Diesel,1,Jeep,170.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,9.58,71256,4,24.3,1248.0,88.5,Coimbatore,Diesel,1,Maruti,88.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1826,6.22,83184,9,14.28,1798.0,138.03,Kochi,Petrol,1,Toyota,138.03,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1827,7.8,87284,8,15.1,2179.0,140.0,Kolkata,Diesel,1,Mahindra,140.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1828,27.75,7000,5,20.68,1995.0,190.0,Mumbai,Diesel,1,BMW,190.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,7.0,29000,6,22.54,1396.0,88.73,Pune,Diesel,2,Hyundai,88.73,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,64.87,33552,4,11.57,2987.0,254.79,Coimbatore,Diesel,1,Mercedes-Benz,254.79,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1831,6.5,64000,8,17.3,1998.0,163.7,Bangalore,Diesel,2,Chevrolet,163.7,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,2.7,82000,10,18.5,1197.0,80.0,Jaipur,Petrol,2,Hyundai,80.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,2.5,70000,9,19.4,1198.0,86.8,Mumbai,Petrol,2,Honda,86.8,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,3.9,166194,8,19.3,1461.0,84.8,Hyderabad,Diesel,1,Nissan,84.8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1835,3.95,58000,6,16.47,1198.0,73.9,Delhi,Petrol,1,Volkswagen,73.9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1836,2.1,77000,11,20.36,1197.0,78.9,Chennai,Petrol,2,Hyundai,78.9,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,3.5,73204,12,18.1,1991.0,147.9,Pune,Diesel,3,Chevrolet,147.9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,2.0,70000,14,19.81,1086.0,68.05,Hyderabad,Petrol,2,Hyundai,68.05,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,5.35,79870,7,20.77,1248.0,88.76,Delhi,Diesel,1,Maruti,88.76,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1840,3.8,90000,8,25.8,1498.0,98.6,Delhi,Diesel,1,Honda,98.6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,17.25,17000,5,15.5,1595.0,122.0,Mumbai,Petrol,1,Mercedes-Benz,122.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1842,5.53,46493,3,18.9,1197.0,81.86,Kochi,Petrol,1,Hyundai,81.86,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,1.95,68000,12,20.36,1197.0,78.9,Pune,Petrol,3,Hyundai,78.9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,8.2,2000,4,28.4,1248.0,74.0,Hyderabad,Diesel,1,Maruti,74.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1845,0.9,140000,22,13.0,1343.0,90.0,Pune,Petrol,1,Honda,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,6.5,255000,8,12.99,2494.0,100.6,Pune,Diesel,3,Toyota,100.6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1847,19.41,45535,7,23.8,1998.0,112.0,Coimbatore,Diesel,1,Mini,112.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1848,6.58,39228,5,15.7,1368.0,112.4,Coimbatore,Petrol,1,Fiat,112.4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,2.1,57000,10,14.49,1399.0,92.7,Mumbai,Petrol,2,Chevrolet,92.7,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,2.0,85445,13,19.81,1086.0,68.05,Chennai,Petrol,2,Hyundai,68.05,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,3.7,54000,6,24.4,1120.0,71.0,Delhi,Diesel,1,Hyundai,71.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,3.8,53000,7,23.1,998.0,67.04,Mumbai,Petrol,1,Maruti,67.04,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1853,3.25,60000,7,20.36,1197.0,78.9,Jaipur,Petrol,1,Hyundai,78.9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,5.53,65668,6,19.87,1461.0,83.8,Coimbatore,Diesel,1,Renault,83.8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1855,10.9,100000,10,22.69,1995.0,190.0,Ahmedabad,Diesel,2,BMW,190.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,5.1,1800,3,18.9,1197.0,82.0,Kolkata,Petrol,1,Hyundai,82.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,1.6,44200,12,18.0,995.0,62.0,Pune,Petrol,2,Chevrolet,62.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,11.25,14000,3,17.4,1497.0,117.3,Ahmedabad,Petrol,1,Honda,117.3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,5.9,720000,8,20.54,1598.0,103.6,Chennai,Diesel,1,Volkswagen,103.6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1861,14.4,73000,9,11.5,2982.0,169.0,Delhi,Diesel,1,Toyota,169.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1862,3.6,68000,10,17.0,1497.0,118.0,Delhi,Petrol,1,Honda,118.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,40.5,19543,4,18.12,1995.0,190.0,Jaipur,Diesel,1,BMW,190.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,38.95,38000,7,14.16,1968.0,174.3,Bangalore,Diesel,2,Audi,174.3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,3.6,32805,7,23.2,1248.0,73.94,Delhi,Diesel,1,Maruti,73.94,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1866,7.12,44782,5,21.21,1498.0,103.2,Kochi,Diesel,1,Volkswagen,103.2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1867,7.52,55700,5,26.0,1498.0,98.6,Kochi,Diesel,1,Honda,98.6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,10.35,60000,9,15.2,1968.0,140.8,Delhi,Diesel,2,Audi,140.8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,7.0,56000,7,15.0,1598.0,103.52,Hyderabad,Petrol,1,Skoda,103.52,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
